WikEM_Name,DB_Ingredient_Name,Match_Type,File_Path
Pregnancy and lactation drug labeling,,None,scripts/wikem_scraper/scraped_data/drugs/Pregnancy_and_lactation_drug_labeling.json
Acetaminophen,,None,scripts/wikem_scraper/scraped_data/drugs/Acetaminophen.json
Transfusion-associated circulatory overload,,None,scripts/wikem_scraper/scraped_data/drugs/Transfusion-associated_circulatory_overload.json
Common medication list onboard ISS,,None,scripts/wikem_scraper/scraped_data/drugs/Common_medication_list_onboard_ISS.json
Coronary artery vasospasm,,None,scripts/wikem_scraper/scraped_data/drugs/Coronary_artery_vasospasm.json
Burn dressings,,None,scripts/wikem_scraper/scraped_data/drugs/Burn_dressings.json
Streptococcus Genus,,None,scripts/wikem_scraper/scraped_data/drugs/Streptococcus_Genus.json
Pneumothorax (main),,None,scripts/wikem_scraper/scraped_data/drugs/Pneumothorax_(main).json
Postpartum endometritis,,None,scripts/wikem_scraper/scraped_data/drugs/Postpartum_endometritis.json
Bilateral red eyes,,None,scripts/wikem_scraper/scraped_data/drugs/Bilateral_red_eyes.json
Trazodone,trazodone,Exact,scripts/wikem_scraper/scraped_data/drugs/Trazodone.json
Abdominal pain (geriatrics) es,,None,scripts/wikem_scraper/scraped_data/drugs/Abdominal_pain_(geriatrics)_es.json
Chlamydophila,,None,scripts/wikem_scraper/scraped_data/drugs/Chlamydophila.json
Squamous cell carcinoma,,None,scripts/wikem_scraper/scraped_data/drugs/Squamous_cell_carcinoma.json
Non-thumb metacarpal fracture,,None,scripts/wikem_scraper/scraped_data/drugs/Non-thumb_metacarpal_fracture.json
Vitamin K deficiency,,None,scripts/wikem_scraper/scraped_data/drugs/Vitamin_K_deficiency.json
Cefprozil,cefprozil,Exact,scripts/wikem_scraper/scraped_data/drugs/Cefprozil.json
HIV pulmonary complications,,None,scripts/wikem_scraper/scraped_data/drugs/HIV_pulmonary_complications.json
Unstable spine fractures,,None,scripts/wikem_scraper/scraped_data/drugs/Unstable_spine_fractures.json
Skull fracture (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Skull_fracture_(peds).json
WES sign,,None,scripts/wikem_scraper/scraped_data/drugs/WES_sign.json
Fishhook injury,,None,scripts/wikem_scraper/scraped_data/drugs/Fishhook_injury.json
Straddle pelvic fracture,,None,scripts/wikem_scraper/scraped_data/drugs/Straddle_pelvic_fracture.json
Wells criteria,,None,scripts/wikem_scraper/scraped_data/drugs/Wells_criteria.json
Oncologic emergencies,,None,scripts/wikem_scraper/scraped_data/drugs/Oncologic_emergencies.json
Acute gastric dilatation es,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_gastric_dilatation_es.json
Brain abscess,,None,scripts/wikem_scraper/scraped_data/drugs/Brain_abscess.json
Episiotomy,,None,scripts/wikem_scraper/scraped_data/drugs/Episiotomy.json
Chlorine gas,,None,scripts/wikem_scraper/scraped_data/drugs/Chlorine_gas.json
Omphalitis,,None,scripts/wikem_scraper/scraped_data/drugs/Omphalitis.json
Acetylcholinesterase inhibitors,,None,scripts/wikem_scraper/scraped_data/drugs/Acetylcholinesterase_inhibitors.json
Tapeworm,,None,scripts/wikem_scraper/scraped_data/drugs/Tapeworm.json
Mycophenolate mofetil,mycophenolate mofetil,Exact,scripts/wikem_scraper/scraped_data/drugs/Mycophenolate_mofetil.json
Endocarditis,,None,scripts/wikem_scraper/scraped_data/drugs/Endocarditis.json
Buruli ulcer,,None,scripts/wikem_scraper/scraped_data/drugs/Buruli_ulcer.json
Hemorrhagic stroke,,None,scripts/wikem_scraper/scraped_data/drugs/Hemorrhagic_stroke.json
Ingested foreign body,,None,scripts/wikem_scraper/scraped_data/drugs/Ingested_foreign_body.json
Metabolic emergencies (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Metabolic_emergencies_(peds).json
Decompression sickness,,None,scripts/wikem_scraper/scraped_data/drugs/Decompression_sickness.json
Crush syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Crush_syndrome.json
AVPU scale,,None,scripts/wikem_scraper/scraped_data/drugs/AVPU_scale.json
Bartholin gland abscess,,None,scripts/wikem_scraper/scraped_data/drugs/Bartholin_gland_abscess.json
Vertigo,,None,scripts/wikem_scraper/scraped_data/drugs/Vertigo.json
Encainide,,None,scripts/wikem_scraper/scraped_data/drugs/Encainide.json
Pityriasis rosea,,None,scripts/wikem_scraper/scraped_data/drugs/Pityriasis_rosea.json
Sinus barotrauma,,None,scripts/wikem_scraper/scraped_data/drugs/Sinus_barotrauma.json
OB GYN antibiotics,,None,scripts/wikem_scraper/scraped_data/drugs/OB_GYN_antibiotics.json
Airway pressure release ventilation,,None,scripts/wikem_scraper/scraped_data/drugs/Airway_pressure_release_ventilation.json
Losartan,losartan,Exact,scripts/wikem_scraper/scraped_data/drugs/Losartan.json
Cerebral venous thrombosis,,None,scripts/wikem_scraper/scraped_data/drugs/Cerebral_venous_thrombosis.json
Angioedema,,None,scripts/wikem_scraper/scraped_data/drugs/Angioedema.json
Ehlers-Danlos syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Ehlers-Danlos_syndrome.json
Abdominal distention es,,None,scripts/wikem_scraper/scraped_data/drugs/Abdominal_distention_es.json
Dalbavancin,,None,scripts/wikem_scraper/scraped_data/drugs/Dalbavancin.json
Post cardiac arrest care,,None,scripts/wikem_scraper/scraped_data/drugs/Post_cardiac_arrest_care.json
Clonidine toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Clonidine_toxicity.json
Cardiomyopathy (main),,None,scripts/wikem_scraper/scraped_data/drugs/Cardiomyopathy_(main).json
Spinosad,,None,scripts/wikem_scraper/scraped_data/drugs/Spinosad.json
Acute diarrhea en,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_diarrhea_en.json
Glyburide,,None,scripts/wikem_scraper/scraped_data/drugs/Glyburide.json
2kg (preemie),,None,scripts/wikem_scraper/scraped_data/drugs/2kg_(preemie).json
Tubo-ovarian abscess,,None,scripts/wikem_scraper/scraped_data/drugs/Tubo-ovarian_abscess.json
Condyloma acuminata,,None,scripts/wikem_scraper/scraped_data/drugs/Condyloma_acuminata.json
Myositis ossificans,,None,scripts/wikem_scraper/scraped_data/drugs/Myositis_ossificans.json
Tick paralysis,,None,scripts/wikem_scraper/scraped_data/drugs/Tick_paralysis.json
Tardive dyskinesia,,None,scripts/wikem_scraper/scraped_data/drugs/Tardive_dyskinesia.json
Methanol toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Methanol_toxicity.json
Eczema herpeticum,,None,scripts/wikem_scraper/scraped_data/drugs/Eczema_herpeticum.json
Post-surgical complications,,None,scripts/wikem_scraper/scraped_data/drugs/Post-surgical_complications.json
Spermatocele,,None,scripts/wikem_scraper/scraped_data/drugs/Spermatocele.json
Brachial plexus injury,,None,scripts/wikem_scraper/scraped_data/drugs/Brachial_plexus_injury.json
Cefuroxime,cefuroxime,Exact,scripts/wikem_scraper/scraped_data/drugs/Cefuroxime.json
Transfusion-related acute lung injury,,None,scripts/wikem_scraper/scraped_data/drugs/Transfusion-related_acute_lung_injury.json
Lichen sclerosus,,None,scripts/wikem_scraper/scraped_data/drugs/Lichen_sclerosus.json
Eosinophilic granulomatosis with polyangiitis,,None,scripts/wikem_scraper/scraped_data/drugs/Eosinophilic_granulomatosis_with_polyangiitis.json
Acute necrotizing ulcerative gingivitis,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_necrotizing_ulcerative_gingivitis.json
Intranasal sedation,,None,scripts/wikem_scraper/scraped_data/drugs/Intranasal_sedation.json
Alopecia,,None,scripts/wikem_scraper/scraped_data/drugs/Alopecia.json
Neonatal lower gastrointestinal bleeding,,None,scripts/wikem_scraper/scraped_data/drugs/Neonatal_lower_gastrointestinal_bleeding.json
Quinidine,,None,scripts/wikem_scraper/scraped_data/drugs/Quinidine.json
Procedural sedation,,None,scripts/wikem_scraper/scraped_data/drugs/Procedural_sedation.json
Tinea corporis,,None,scripts/wikem_scraper/scraped_data/drugs/Tinea_corporis.json
Catecholaminergic polymorphic ventricular tachycardia,,None,scripts/wikem_scraper/scraped_data/drugs/Catecholaminergic_polymorphic_ventricular_tachycardia.json
Digoxin immune fab,,None,scripts/wikem_scraper/scraped_data/drugs/Digoxin_immune_fab.json
Nicotine toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Nicotine_toxicity.json
Synthetic cathinone toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Synthetic_cathinone_toxicity.json
Ribavirin,ribavirin,Exact,scripts/wikem_scraper/scraped_data/drugs/Ribavirin.json
Tibial spine fracture (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Tibial_spine_fracture_(peds).json
Distal interphalangeal dislocation (finger),,None,scripts/wikem_scraper/scraped_data/drugs/Distal_interphalangeal_dislocation_(finger).json
Factor VIII inhibitor,,None,scripts/wikem_scraper/scraped_data/drugs/Factor_VIII_inhibitor.json
Hematocele,,None,scripts/wikem_scraper/scraped_data/drugs/Hematocele.json
Molnupiravir,molnupiravir,Exact,scripts/wikem_scraper/scraped_data/drugs/Molnupiravir.json
Wernicke-Korsakoff syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Wernicke-Korsakoff_syndrome.json
Acute gastroenteritis,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_gastroenteritis.json
Glaucoma,,None,scripts/wikem_scraper/scraped_data/drugs/Glaucoma.json
Soft tissue foreign body,,None,scripts/wikem_scraper/scraped_data/drugs/Soft_tissue_foreign_body.json
Tibial shaft fracture,,None,scripts/wikem_scraper/scraped_data/drugs/Tibial_shaft_fracture.json
Non-thumb metacarpal fracture (head),,None,scripts/wikem_scraper/scraped_data/drugs/Non-thumb_metacarpal_fracture_(head).json
Abdominal pain (peds) en,,None,scripts/wikem_scraper/scraped_data/drugs/Abdominal_pain_(peds)_en.json
Cervical injury (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Cervical_injury_(peds).json
Otomycosis,,None,scripts/wikem_scraper/scraped_data/drugs/Otomycosis.json
Defibrillation,,None,scripts/wikem_scraper/scraped_data/drugs/Defibrillation.json
Blast injury,,None,scripts/wikem_scraper/scraped_data/drugs/Blast_injury.json
Valproate,,None,scripts/wikem_scraper/scraped_data/drugs/Valproate.json
Acute otitis media,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_otitis_media.json
Neuroblastoma (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Neuroblastoma_(peds).json
ECGs by Diagnosis,,None,scripts/wikem_scraper/scraped_data/drugs/ECGs_by_Diagnosis.json
Sodium nitrite,,None,scripts/wikem_scraper/scraped_data/drugs/Sodium_nitrite.json
Acute calculous cholecystitis en,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_calculous_cholecystitis_en.json
Tick removal,,None,scripts/wikem_scraper/scraped_data/drugs/Tick_removal.json
Pyocele,,None,scripts/wikem_scraper/scraped_data/drugs/Pyocele.json
Contact dermatitis,,None,scripts/wikem_scraper/scraped_data/drugs/Contact_dermatitis.json
Chlamydia trachomatis,,None,scripts/wikem_scraper/scraped_data/drugs/Chlamydia_trachomatis.json
Implantable Cardioverter-Defibrillator complication,,None,scripts/wikem_scraper/scraped_data/drugs/Implantable_Cardioverter-Defibrillator_complication.json
Staphylococcus aureus,,None,scripts/wikem_scraper/scraped_data/drugs/Staphylococcus_aureus.json
Myocardial infarction complications,,None,scripts/wikem_scraper/scraped_data/drugs/Myocardial_infarction_complications.json
12kg (2yr),,None,scripts/wikem_scraper/scraped_data/drugs/12kg_(2yr).json
Venous stasis,,None,scripts/wikem_scraper/scraped_data/drugs/Venous_stasis.json
Post-lumbar puncture headache,,None,scripts/wikem_scraper/scraped_data/drugs/Post-lumbar_puncture_headache.json
Senna,senna,Exact,scripts/wikem_scraper/scraped_data/drugs/Senna.json
Finger (phalanx) fracture,,None,scripts/wikem_scraper/scraped_data/drugs/Finger_(phalanx)_fracture.json
Mycobacterium avium,,None,scripts/wikem_scraper/scraped_data/drugs/Mycobacterium_avium.json
Dipyridamole,dipyridamole,Exact,scripts/wikem_scraper/scraped_data/drugs/Dipyridamole.json
Lower leg diagnoses,,None,scripts/wikem_scraper/scraped_data/drugs/Lower_leg_diagnoses.json
Idiopathic pulmonary fibrosis,,None,scripts/wikem_scraper/scraped_data/drugs/Idiopathic_pulmonary_fibrosis.json
Deferoxamine,deferoxamine,Exact,scripts/wikem_scraper/scraped_data/drugs/Deferoxamine.json
Degloving injury,,None,scripts/wikem_scraper/scraped_data/drugs/Degloving_injury.json
Intubation (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Intubation_(peds).json
Conducted energy device dart removal,,None,scripts/wikem_scraper/scraped_data/drugs/Conducted_energy_device_dart_removal.json
Globe rupture,,None,scripts/wikem_scraper/scraped_data/drugs/Globe_rupture.json
Celecoxib,celecoxib,Exact,scripts/wikem_scraper/scraped_data/drugs/Celecoxib.json
Autoimmune hemolytic anemia,,None,scripts/wikem_scraper/scraped_data/drugs/Autoimmune_hemolytic_anemia.json
Thallium toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Thallium_toxicity.json
ST segment depression,,None,scripts/wikem_scraper/scraped_data/drugs/ST_segment_depression.json
Gram positive bacteria,,None,scripts/wikem_scraper/scraped_data/drugs/Gram_positive_bacteria.json
Herpes viruses,,None,scripts/wikem_scraper/scraped_data/drugs/Herpes_viruses.json
Enterococcus faecalis,,None,scripts/wikem_scraper/scraped_data/drugs/Enterococcus_faecalis.json
Osgood-Schlatter disease,,None,scripts/wikem_scraper/scraped_data/drugs/Osgood-Schlatter_disease.json
Metacarpophalangeal dislocation (thumb),,None,scripts/wikem_scraper/scraped_data/drugs/Metacarpophalangeal_dislocation_(thumb).json
Knee diagnoses,,None,scripts/wikem_scraper/scraped_data/drugs/Knee_diagnoses.json
Colorado tick fever,,None,scripts/wikem_scraper/scraped_data/drugs/Colorado_tick_fever.json
Ophthalmology abbreviations,,None,scripts/wikem_scraper/scraped_data/drugs/Ophthalmology_abbreviations.json
Providencia sp.,,None,scripts/wikem_scraper/scraped_data/drugs/Providencia_sp..json
Hyoscyamine,hyoscyamine,Exact,scripts/wikem_scraper/scraped_data/drugs/Hyoscyamine.json
Acute bronchitis,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_bronchitis.json
Wilderness preparedness,,None,scripts/wikem_scraper/scraped_data/drugs/Wilderness_preparedness.json
Peritonitis,,None,scripts/wikem_scraper/scraped_data/drugs/Peritonitis.json
Fasciolopsiasis,,None,scripts/wikem_scraper/scraped_data/drugs/Fasciolopsiasis.json
Hip pain (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Hip_pain_(peds).json
Ear foreign body,,None,scripts/wikem_scraper/scraped_data/drugs/Ear_foreign_body.json
Methicillin,,None,scripts/wikem_scraper/scraped_data/drugs/Methicillin.json
Continuous subcutaneous infusion,,None,scripts/wikem_scraper/scraped_data/drugs/Continuous_subcutaneous_infusion.json
Leishmaniasis,,None,scripts/wikem_scraper/scraped_data/drugs/Leishmaniasis.json
Intravenous fluid therapy (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Intravenous_fluid_therapy_(peds).json
Ocular foreign body (microgravity),,None,scripts/wikem_scraper/scraped_data/drugs/Ocular_foreign_body_(microgravity).json
Ventriculoperitoneal shunt infection,,None,scripts/wikem_scraper/scraped_data/drugs/Ventriculoperitoneal_shunt_infection.json
Diaphragmatic trauma,,None,scripts/wikem_scraper/scraped_data/drugs/Diaphragmatic_trauma.json
Choledocholithiasis en,,None,scripts/wikem_scraper/scraped_data/drugs/Choledocholithiasis_en.json
Bubble study,,None,scripts/wikem_scraper/scraped_data/drugs/Bubble_study.json
Pediatric autoimmune neuropsychiatric disorder associated with group A streptococci,,None,scripts/wikem_scraper/scraped_data/drugs/Pediatric_autoimmune_neuropsychiatric_disorder_associated_with_group_A_streptococci.json
Antiemetics,,None,scripts/wikem_scraper/scraped_data/drugs/Antiemetics.json
Echinococcosis,,None,scripts/wikem_scraper/scraped_data/drugs/Echinococcosis.json
Prilocaine,prilocaine,Exact,scripts/wikem_scraper/scraped_data/drugs/Prilocaine.json
Nitroglycerin,nitroglycerin,Exact,scripts/wikem_scraper/scraped_data/drugs/Nitroglycerin.json
Aspiration pneumonia and pneumonitis,,None,scripts/wikem_scraper/scraped_data/drugs/Aspiration_pneumonia_and_pneumonitis.json
Negative pressure pulmonary edema,,None,scripts/wikem_scraper/scraped_data/drugs/Negative_pressure_pulmonary_edema.json
Levofloxacin,levofloxacin,Exact,scripts/wikem_scraper/scraped_data/drugs/Levofloxacin.json
Warfarin,warfarin,Exact,scripts/wikem_scraper/scraped_data/drugs/Warfarin.json
Facial paralysis,,None,scripts/wikem_scraper/scraped_data/drugs/Facial_paralysis.json
Infected G-tube,,None,scripts/wikem_scraper/scraped_data/drugs/Infected_G-tube.json
Coude catheter,,None,scripts/wikem_scraper/scraped_data/drugs/Coude_catheter.json
Phenytoin,phenytoin,Exact,scripts/wikem_scraper/scraped_data/drugs/Phenytoin.json
Cement burn,,None,scripts/wikem_scraper/scraped_data/drugs/Cement_burn.json
Bacterial vaginosis,,None,scripts/wikem_scraper/scraped_data/drugs/Bacterial_vaginosis.json
Commercial in-flight medical emergencies,,None,scripts/wikem_scraper/scraped_data/drugs/Commercial_in-flight_medical_emergencies.json
Amphetamines,,None,scripts/wikem_scraper/scraped_data/drugs/Amphetamines.json
Traumatic intracerebral hemorrhage,,None,scripts/wikem_scraper/scraped_data/drugs/Traumatic_intracerebral_hemorrhage.json
Pediatric developmental milestones,,None,scripts/wikem_scraper/scraped_data/drugs/Pediatric_developmental_milestones.json
Fractures and dislocations (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Fractures_and_dislocations_(peds).json
Isolation precautions,,None,scripts/wikem_scraper/scraped_data/drugs/Isolation_precautions.json
Toxic alcohols,,None,scripts/wikem_scraper/scraped_data/drugs/Toxic_alcohols.json
Patent ductus arteriosus,,None,scripts/wikem_scraper/scraped_data/drugs/Patent_ductus_arteriosus.json
Symptomatic cholelithiasis,,None,scripts/wikem_scraper/scraped_data/drugs/Symptomatic_cholelithiasis.json
Acute herpes zoster,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_herpes_zoster.json
Immune thrombocytopenic purpura,,None,scripts/wikem_scraper/scraped_data/drugs/Immune_thrombocytopenic_purpura.json
Cytomegalovirus,,None,scripts/wikem_scraper/scraped_data/drugs/Cytomegalovirus.json
Trospium,,None,scripts/wikem_scraper/scraped_data/drugs/Trospium.json
Altered mental status (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Altered_mental_status_(peds).json
Coccidioidomycosis,,None,scripts/wikem_scraper/scraped_data/drugs/Coccidioidomycosis.json
Splenic trauma,,None,scripts/wikem_scraper/scraped_data/drugs/Splenic_trauma.json
Laryngotracheomalacia,,None,scripts/wikem_scraper/scraped_data/drugs/Laryngotracheomalacia.json
Vincent%27s angina,,None,scripts/wikem_scraper/scraped_data/drugs/Vincent%27s_angina.json
Insulin,,None,scripts/wikem_scraper/scraped_data/drugs/Insulin.json
Tinnitus,,None,scripts/wikem_scraper/scraped_data/drugs/Tinnitus.json
Ureter trauma,,None,scripts/wikem_scraper/scraped_data/drugs/Ureter_trauma.json
Rabies,,None,scripts/wikem_scraper/scraped_data/drugs/Rabies.json
Amebiasis en,,None,scripts/wikem_scraper/scraped_data/drugs/Amebiasis_en.json
Necrotizing enterocolitis,,None,scripts/wikem_scraper/scraped_data/drugs/Necrotizing_enterocolitis.json
Viral gastroenteritis,,None,scripts/wikem_scraper/scraped_data/drugs/Viral_gastroenteritis.json
Penicillin V,,None,scripts/wikem_scraper/scraped_data/drugs/Penicillin_V.json
Cefdinir,cefdinir,Exact,scripts/wikem_scraper/scraped_data/drugs/Cefdinir.json
Thrombolytics for STEMI,,None,scripts/wikem_scraper/scraped_data/drugs/Thrombolytics_for_STEMI.json
Multidose activated charcoal,,None,scripts/wikem_scraper/scraped_data/drugs/Multidose_activated_charcoal.json
Nitrogen tetroxide toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Nitrogen_tetroxide_toxicity.json
Methicillin-Sensitive Staphylococcus Aureus (MSSA),,None,scripts/wikem_scraper/scraped_data/drugs/Methicillin-Sensitive_Staphylococcus_Aureus_(MSSA).json
Cyanide toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Cyanide_toxicity.json
Pediatric fever of uncertain source,,None,scripts/wikem_scraper/scraped_data/drugs/Pediatric_fever_of_uncertain_source.json
Splenic sequestration,,None,scripts/wikem_scraper/scraped_data/drugs/Splenic_sequestration.json
Chronic inflammatory demyelinating polyneuropathy,,None,scripts/wikem_scraper/scraped_data/drugs/Chronic_inflammatory_demyelinating_polyneuropathy.json
Rickets,,None,scripts/wikem_scraper/scraped_data/drugs/Rickets.json
Limb Compartments,,None,scripts/wikem_scraper/scraped_data/drugs/Limb_Compartments.json
Pyrantel Pamoate,,None,scripts/wikem_scraper/scraped_data/drugs/Pyrantel_Pamoate.json
Nematocysts,,None,scripts/wikem_scraper/scraped_data/drugs/Nematocysts.json
Malignant bowel obstruction,,None,scripts/wikem_scraper/scraped_data/drugs/Malignant_bowel_obstruction.json
Arthropod and parasitic antibiotics,,None,scripts/wikem_scraper/scraped_data/drugs/Arthropod_and_parasitic_antibiotics.json
Neuropathic pain,,None,scripts/wikem_scraper/scraped_data/drugs/Neuropathic_pain.json
Estimating body surface area,,None,scripts/wikem_scraper/scraped_data/drugs/Estimating_body_surface_area.json
Foscarnet,,None,scripts/wikem_scraper/scraped_data/drugs/Foscarnet.json
Tin toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Tin_toxicity.json
Central nervous system tumor (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Central_nervous_system_tumor_(peds).json
Sternal fracture,,None,scripts/wikem_scraper/scraped_data/drugs/Sternal_fracture.json
Drug pregnancy categories,,None,scripts/wikem_scraper/scraped_data/drugs/Drug_pregnancy_categories.json
Shoulder and upper arm diagnoses,,None,scripts/wikem_scraper/scraped_data/drugs/Shoulder_and_upper_arm_diagnoses.json
Dextromethorphan,dextromethorphan,Exact,scripts/wikem_scraper/scraped_data/drugs/Dextromethorphan.json
Hepatitis B,hepatitis b,Exact,scripts/wikem_scraper/scraped_data/drugs/Hepatitis_B.json
Hydrops fetalis,,None,scripts/wikem_scraper/scraped_data/drugs/Hydrops_fetalis.json
Hand and finger fractures,,None,scripts/wikem_scraper/scraped_data/drugs/Hand_and_finger_fractures.json
Contrast-induced nephropathy,,None,scripts/wikem_scraper/scraped_data/drugs/Contrast-induced_nephropathy.json
Paradoxical vocal fold motion,,None,scripts/wikem_scraper/scraped_data/drugs/Paradoxical_vocal_fold_motion.json
Congestive heart failure (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Congestive_heart_failure_(peds).json
Vaginal foreign body,,None,scripts/wikem_scraper/scraped_data/drugs/Vaginal_foreign_body.json
Clotting of AV fistula,,None,scripts/wikem_scraper/scraped_data/drugs/Clotting_of_AV_fistula.json
PECARN Febrile Infant,,None,scripts/wikem_scraper/scraped_data/drugs/PECARN_Febrile_Infant.json
Asplenic patient,,None,scripts/wikem_scraper/scraped_data/drugs/Asplenic_patient.json
Yohimbine toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Yohimbine_toxicity.json
Ergotism,,None,scripts/wikem_scraper/scraped_data/drugs/Ergotism.json
Intravenous fluid therapy,,None,scripts/wikem_scraper/scraped_data/drugs/Intravenous_fluid_therapy.json
Vasopressors,,None,scripts/wikem_scraper/scraped_data/drugs/Vasopressors.json
Ventricular tachycardia,,None,scripts/wikem_scraper/scraped_data/drugs/Ventricular_tachycardia.json
Orthostatic hypotension,,None,scripts/wikem_scraper/scraped_data/drugs/Orthostatic_hypotension.json
Candidiasis,,None,scripts/wikem_scraper/scraped_data/drugs/Candidiasis.json
Dermatitis herpetiformis,,None,scripts/wikem_scraper/scraped_data/drugs/Dermatitis_herpetiformis.json
Thoracic lavage,,None,scripts/wikem_scraper/scraped_data/drugs/Thoracic_lavage.json
Arrhythmogenic right ventricular dysplasia,,None,scripts/wikem_scraper/scraped_data/drugs/Arrhythmogenic_right_ventricular_dysplasia.json
Lung recruitment maneuver,,None,scripts/wikem_scraper/scraped_data/drugs/Lung_recruitment_maneuver.json
Metaproterenol,,None,scripts/wikem_scraper/scraped_data/drugs/Metaproterenol.json
Peripartum cardiomyopathy,,None,scripts/wikem_scraper/scraped_data/drugs/Peripartum_cardiomyopathy.json
3.5kg (newborn),,None,scripts/wikem_scraper/scraped_data/drugs/3.5kg_(newborn).json
Pentoxifylline,pentoxifylline,Exact,scripts/wikem_scraper/scraped_data/drugs/Pentoxifylline.json
Somatic symptom disorder,,None,scripts/wikem_scraper/scraped_data/drugs/Somatic_symptom_disorder.json
Tamsulosin,tamsulosin,Exact,scripts/wikem_scraper/scraped_data/drugs/Tamsulosin.json
Verapamil,verapamil,Exact,scripts/wikem_scraper/scraped_data/drugs/Verapamil.json
Splenic infarction,,None,scripts/wikem_scraper/scraped_data/drugs/Splenic_infarction.json
Medial epicondyle fracture (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Medial_epicondyle_fracture_(peds).json
Azithromycin,azithromycin,Exact,scripts/wikem_scraper/scraped_data/drugs/Azithromycin.json
Budd-Chiari syndrome en,,None,scripts/wikem_scraper/scraped_data/drugs/Budd-Chiari_syndrome_en.json
Leukemia (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Leukemia_(peds).json
Chromium toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Chromium_toxicity.json
Hydralazine,hydralazine,Exact,scripts/wikem_scraper/scraped_data/drugs/Hydralazine.json
Pediatric ultrasound,,None,scripts/wikem_scraper/scraped_data/drugs/Pediatric_ultrasound.json
Urinary tract infection (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Urinary_tract_infection_(peds).json
Chloral hydrate toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Chloral_hydrate_toxicity.json
Compartment syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Compartment_syndrome.json
Uridine triacetate,,None,scripts/wikem_scraper/scraped_data/drugs/Uridine_triacetate.json
Spinal accessory neuropathy,,None,scripts/wikem_scraper/scraped_data/drugs/Spinal_accessory_neuropathy.json
Hydrocortisone topical,,None,scripts/wikem_scraper/scraped_data/drugs/Hydrocortisone_topical.json
Delirium tremens,,None,scripts/wikem_scraper/scraped_data/drugs/Delirium_tremens.json
Vagal maneuvers,,None,scripts/wikem_scraper/scraped_data/drugs/Vagal_maneuvers.json
Bladder sacral nerve stimulators complications,,None,scripts/wikem_scraper/scraped_data/drugs/Bladder_sacral_nerve_stimulators_complications.json
Psoas abscess,,None,scripts/wikem_scraper/scraped_data/drugs/Psoas_abscess.json
Acute rheumatic fever,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_rheumatic_fever.json
Peripheral IV placement,,None,scripts/wikem_scraper/scraped_data/drugs/Peripheral_IV_placement.json
Inborn errors of metabolism,,None,scripts/wikem_scraper/scraped_data/drugs/Inborn_errors_of_metabolism.json
Urinary incontinence,,None,scripts/wikem_scraper/scraped_data/drugs/Urinary_incontinence.json
Fasciola hepatica,,None,scripts/wikem_scraper/scraped_data/drugs/Fasciola_hepatica.json
Swan neck deformity,,None,scripts/wikem_scraper/scraped_data/drugs/Swan_neck_deformity.json
Dysphagia,,None,scripts/wikem_scraper/scraped_data/drugs/Dysphagia.json
COPD exacerbation,,None,scripts/wikem_scraper/scraped_data/drugs/COPD_exacerbation.json
Arterial blood gas analysis,,None,scripts/wikem_scraper/scraped_data/drugs/Arterial_blood_gas_analysis.json
Trauma (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Trauma_(peds).json
Peramivir,,None,scripts/wikem_scraper/scraped_data/drugs/Peramivir.json
