id,drug_id,food_name,severity,description,management_text,mechanism_flags,reference_text
724,DDInter777,high-fat foods,Moderate,"Food may reduce the systemic bioavailability of amprenavir from fosamprenavir oral suspension.  The mechanism of interaction has not been described.  According to the product labeling, administration of fosamprenavir oral suspension (1400 mg single dose) with a high-fat meal (967 kcal, 67 g fat, 33 g protein, 58 g carbohydrate) reduced amprenavir peak plasma concentration (Cmax) by 46% and systemic exposure (AUC) by 28% compared to administration in a fasted state.","Fosamprenavir suspension should be administered on an empty stomach in adults, but with food in pediatric patients to aid palatability and compliance.  If emesis occurs within 30 minutes after dosing the suspension, the dose should be repeated.  Fosamprenavir tablets may be taken with or without food.",,
725,DDInter78,alcohol,Moderate,"Concomitant use of ethanol and a tricyclic antidepressant (TCA) may result altered TCA plasma levels and efficacy, and additive impairment of motor skills, especially driving skills.  Acute ethanol ingestion may inhibit TCA metabolism, while chronic ingestion of large amounts of ethanol may induce hepatic TCA metabolism.",Patients should be advised to avoid alcohol during TCA therapy.  Alcoholics who have undergone detoxification should be monitored for decreased TCA efficacy.  Dosage adjustments may be required.,,
726,DDInter783,alcohol,Moderate,Acute consumption of alcohol may increase plasma phenytoin levels.  Chronic consumption of alcohol may decrease plasma phenytoin levels.  The mechanism of this interaction is related to induction of phenytoin metabolism by ethanol during chronic administration.  Other hydantoin derivatives may be similarly affected by ethanol.,"Patients receiving phenytoin therapy should be warned about the interaction between phenytoin and ethanol and they should be advised to notify their physician if they experience worsening of seizure control or symptoms of toxicity, including drowsiness, visual disturbances, change in mental status, nausea, or ataxia.",,
727,DDInter781,alcohol,Moderate,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.","Caution and close monitoring for development of hypotension is advised during coadministration of these agents.  Some authorities recommend avoiding alcohol in patients receiving vasodilating antihypertensive drugs.  Patients should be advised to avoid rising abruptly from a sitting or recumbent position and to notify their physician if they experience dizziness, lightheadedness, syncope, orthostasis, or tachycardia.",,
728,DDInter781,Food High in Potassium,Moderate,"Moderate-to-high dietary intake of potassium can cause hyperkalemia in some patients who are using angiotensin converting enzyme (ACE) inhibitors.  In some cases, affected patients were using a potassium-rich salt substitute.  ACE inhibitors can promote hyperkalemia through inhibition of the renin-aldosterone-angiotensin (RAA) system.",It is recommended that patients who are taking ACE inhibitors be advised to avoid moderately high or high potassium dietary intake.  Particular attention should be paid to the potassium content of salt substitutes.,,
729,DDInter791,alcohol,Moderate,"Alcohol may potentiate some of the pharmacologic effects of CNS-active agents.  Use in combination may result in additive central nervous system depression and/or impairment of judgment, thinking, and psychomotor skills.","Patients receiving CNS-active agents should be warned of this interaction and advised to avoid or limit consumption of alcohol.  Ambulatory patients should be counseled to avoid hazardous activities requiring complete mental alertness and motor coordination until they know how these agents affect them, and to notify their physician if they experience excessive or prolonged CNS effects that interfere with their normal activities.",,
730,DDInter79,alcohol,Moderate,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.","Caution and close monitoring for development of hypotension is advised during coadministration of these agents.  Some authorities recommend avoiding alcohol in patients receiving vasodilating antihypertensive drugs.  Patients should be advised to avoid rising abruptly from a sitting or recumbent position and to notify their physician if they experience dizziness, lightheadedness, syncope, orthostasis, or tachycardia.",,
731,DDInter79,grapefruit juice,Minor,The consumption of grapefruit juice may slightly increase plasma concentrations of amlodipine.  The mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruits.,Concomitant use of Amlodipine with grapefruit or grapefruit juice should generally be avoided.,,
732,DDInter790,alcohol,Moderate,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.","Caution and close monitoring for development of hypotension is advised during coadministration of these agents.  Some authorities recommend avoiding alcohol in patients receiving vasodilating antihypertensive drugs.  Patients should be advised to avoid rising abruptly from a sitting or recumbent position and to notify their physician if they experience dizziness, lightheadedness, syncope, orthostasis, or tachycardia.",,
733,DDInter809,cereal,Minor,"Concurrent ingestion of calcium-fortified foods (i.e., cereal, orange juice) may alter the bioavailability of gatifloxacin.  The mechanism is chelation of calcium and the quinolone, resulting in decreased bioavailability.","The manufacturer states that gatifloxacin may be taken without regard to food, milk, or calcium.  Clinicians should be aware of the possibility of an interaction if subtherapeutic effects are observed.",,
734,DDInter809,orange juice,Minor,"Concurrent ingestion of calcium-fortified foods (i.e., cereal, orange juice) may alter the bioavailability of gatifloxacin.  The mechanism is chelation of calcium and the quinolone, resulting in decreased bioavailability.  In the case of orange juice, inhibition of intestinal transport mechanisms (P-glycoprotein or organic anion-transporting polypeptides) by flavones may also be involved.","The manufacturer states that gatifloxacin may be taken without regard to food, milk, or calcium.  Clinicians should be aware of the possibility of an interaction if subtherapeutic effects are observed.",,
735,DDInter81,alcohol,Major,"Concurrent acute use of barbiturates and ethanol may result in additive CNS effects,  including impaired coordination, sedation, and death.  Tolerance of these agents may occur with chronic use.  The mechanism is related to inhibition of microsomal enzymes acutely and induction of hepatic microsomal enzymes chronically.",The combination of ethanol and barbiturates should be avoided.,,
736,DDInter806,high-fat foods,Moderate,"Food delays but enhances the oral absorption and bioavailability of ganciclovir capsules, possibly due to prolongation of gastrointestinal transit time.","To ensure maximal oral absorption, oral ganciclovir should be administered with or immediately after a meal.",,
737,DDInter82,alcohol,Moderate,"Concomitant use of ethanol and a tricyclic antidepressant (TCA) may result altered TCA plasma levels and efficacy, and additive impairment of motor skills, especially driving skills.  Acute ethanol ingestion may inhibit TCA metabolism, while chronic ingestion of large amounts of ethanol may induce hepatic TCA metabolism.",Patients should be advised to avoid alcohol during TCA therapy.  Alcoholics who have undergone detoxification should be monitored for decreased TCA efficacy.  Dosage adjustments may be required.,,
738,DDInter822,grapefruit juice,Moderate,Coadministration with grapefruit or grapefruit juice may increase the plasma concentrations of glasdegib.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall induced by certain compounds present in grapefruit.,Glasdegib may be administered with or without food.  Coadministration of grapefruit or grapefruit juice with glasdegib should preferably be avoided.,,
739,DDInter8,high-fat foods,Moderate,"Food may significantly increase the oral bioavailability of abiraterone acetate.  Compared to administration in the fasted state, abiraterone peak plasma concentration (Cmax) and systemic exposure (AUC) were approximately 7- and 5-fold higher, respectively, when a single dose of abiraterone acetate was administered with a low-fat meal (7% fat; 300 calories) and approximately 17- and 10-fold higher, respectively, when it was administered with a high-fat meal (57% fat; 825 calories).  Given the normal variation in the content and composition of meals, taking abiraterone acetate with meals has the potential to result in increased and highly variable exposures.",Abiraterone acetate must be taken on an empty stomach.  No food should be consumed for at least two hours before and one hour after the abiraterone acetate dose.,,
740,DDInter825,alcohol,Moderate,"Alcohol may cause hypoglycemia or hyperglycemia in patients with diabetes.  Hypoglycemia most frequently occurs during acute consumption of alcohol.  Even modest amounts can lower blood sugar significantly, especially when the alcohol is ingested on an empty stomach or following exercise.  The mechanism involves inhibition of both gluconeogenesis as well as the counter-regulatory response to hypoglycemia.","Patients with diabetes should avoid consuming alcohol if their blood glucose is not well controlled, or if they have hypertriglyceridemia, neuropathy, or pancreatitis.  Patients with well controlled diabetes should limit their alcohol intake to one drink daily for women and two drinks daily for men (1 drink = 5 oz wine, 12 oz beer, or 1.5 oz distilled spirits) in conjunction with their normal meal plan.  Alcohol should not be consumed on an empty stomach or following exercise.",,
741,DDInter826,alcohol,Moderate,"Alcohol may cause hypoglycemia or hyperglycemia in patients with diabetes.  Hypoglycemia most frequently occurs during acute consumption of alcohol.  Even modest amounts can lower blood sugar significantly, especially when the alcohol is ingested on an empty stomach or following exercise.  The mechanism involves inhibition of both gluconeogenesis as well as the counter-regulatory response to hypoglycemia.","Patients with diabetes should avoid consuming alcohol if their blood glucose is not well controlled, or if they have hypertriglyceridemia, neuropathy, or pancreatitis.  Patients with well controlled diabetes should limit their alcohol intake to one drink daily for women and two drinks daily for men (1 drink = 5 oz wine, 12 oz beer, or 1.5 oz distilled spirits) in conjunction with their normal meal plan.  Alcohol should not be consumed on an empty stomach or following exercise.",,
742,DDInter831,alcohol,Moderate,"Alcohol may cause hypoglycemia or hyperglycemia in patients with diabetes.  Hypoglycemia most frequently occurs during acute consumption of alcohol.  Even modest amounts can lower blood sugar significantly, especially when the alcohol is ingested on an empty stomach or following exercise.  The mechanism involves inhibition of both gluconeogenesis as well as the counter-regulatory response to hypoglycemia.  Episodes of hypoglycemia may last for 8 to 12 hours after ethanol ingestion.  By contrast, chronic alcohol abuse can cause impaired glucose tolerance and hyperglycemia.","Patients with diabetes should avoid consuming alcohol if their blood glucose is not well controlled, or if they have hypertriglyceridemia, neuropathy, or pancreatitis.  Patients with well controlled diabetes should limit their alcohol intake to one drink daily for women and two drinks daily for men (1 drink = 5 oz wine, 12 oz beer, or 1.5 oz distilled spirits) in conjunction with their normal meal plan.  Alcohol should not be consumed on an empty stomach or following exercise.",,
743,DDInter84,alcohol,Moderate,Alcohol may potentiate the cardiovascular effects of amphetamines.,"Concomitant use of amphetamines and alcohol should be avoided if possible, especially in patients with a history of heart disease.",,
744,DDInter843,alcohol,Moderate,"Isolated case reports have suggested that the ingestion of alcohol during griseofulvin therapy may rarely cause disulfiram-like reactions, flushing, tachycardia, or increased effects of alcohol.",Patients should be advised of the possibility of increased adverse effects or a disulfiram-like reaction.,,
745,DDInter845,alcohol,Moderate,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.","Caution and close monitoring for development of hypotension is advised during coadministration of these agents.  Some authorities recommend avoiding alcohol in patients receiving vasodilating antihypertensive drugs.  Patients should be advised to avoid rising abruptly from a sitting or recumbent position and to notify their physician if they experience dizziness, lightheadedness, syncope, orthostasis, or tachycardia.",,
746,DDInter844,alcohol,Moderate,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.","Caution and close monitoring for development of hypotension is advised during coadministration of these agents.  Some authorities recommend avoiding alcohol in patients receiving vasodilating antihypertensive drugs.  Patients should be advised to avoid rising abruptly from a sitting or recumbent position and to notify their physician if they experience dizziness, lightheadedness, syncope, orthostasis, or tachycardia.",,
747,DDInter834,alcohol,Moderate,"Use of anticholinergic agents with alcohol may result in sufficient impairment of attention so as to render driving and operating machinery more hazardous.  In addition, the potential for abuse may be increased with the combination.  The mechanism of interaction is not established but may involve additive depressant effects on the central nervous system.",Alcohol should generally be avoided during therapy with anticholinergic agents.  Patients should be counseled to avoid activities requiring mental alertness until they know how these agents affect them.,,
748,DDInter846,alcohol,Moderate,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.","Caution and close monitoring for development of hypotension is advised during coadministration of these agents.  Some authorities recommend avoiding alcohol in patients receiving vasodilating antihypertensive drugs.  Patients should be advised to avoid rising abruptly from a sitting or recumbent position and to notify their physician if they experience dizziness, lightheadedness, syncope, orthostasis, or tachycardia.",,
749,DDInter847,grapefruit juice,Major,"Grapefruit juice may increase the plasma concentrations of guanfacine.  The risk of adverse reactions such as hypotension, bradycardia, and sedation may increase.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruit.","Patients treated with guanfacine should avoid consumption of grapefruit and grapefruit juice.  In addition, it is preferable to avoid or limit the use of alcohol during treatment.  Patients should be advised against driving or operating hazardous machinery until they know how the medication affects them.  The extended-release formulation of guanfacine should not be taken together with a high-fat meal.",,
750,DDInter852,grapefruit juice,Major,Grapefruit juice may increase the plasma concentration of halofantrine.  The mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruits.,The authors of the study recommend that grapefruit juice be avoided during halofantrine therapy.  The manufacturer recommends performing an ECG before initiating halofantrine therapy and cardiac monitoring during and for 8 to 12 hours after completion of therapy.  Halofantrine should be taken on an empty stomach at least 1 hour before or 2 hours after food.,,
751,DDInter853,alcohol,Moderate,"Alcohol may potentiate some of the pharmacologic effects of CNS-active agents.  Use in combination may result in additive central nervous system depression and/or impairment of judgment, thinking, and psychomotor skills.","Patients receiving CNS-active agents should be warned of this interaction and advised to avoid or limit consumption of alcohol.  Ambulatory patients should be counseled to avoid hazardous activities requiring complete mental alertness and motor coordination until they know how these agents affect them, and to notify their physician if they experience excessive or prolonged CNS effects that interfere with their normal activities.",,
752,DDInter884,alcohol,Major,"Alcohol may potentiate the central nervous system (CNS) depressant effects of opioid analgesics including hydrocodone.  Concomitant use may result in additive CNS depression and impairment of judgment, thinking, and psychomotor skills.  In more severe cases, hypotension, respiratory depression, profound sedation, coma, or even death may occur.","Patients taking sustained-release formulations of hydrocodone should not consume alcohol or use medications that contain alcohol.  In general, potent narcotics such as hydrocodone should not be combined with alcohol.  Patients should also avoid consumption of grapefruit or grapefruit juice during treatment with hydrocodone.",,
753,DDInter890,alcohol,Major,"Alcohol may potentiate the central nervous system (CNS) depressant effects of opioid analgesics including hydromorphone.  Concomitant use may result in additive CNS depression and impairment of judgment, thinking, and psychomotor skills.  In more severe cases, hypotension, respiratory depression, profound sedation, coma, or even death may occur.","Patients taking sustained-release formulations of hydromorphone should not consume alcohol or use medications that contain alcohol on days of hydromorphone dosing.  In general, potent narcotics such as hydromorphone should not be combined with alcohol.",,
754,DDInter882,alcohol,Moderate,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.","Caution and close monitoring for development of hypotension is advised during coadministration of these agents.  Some authorities recommend avoiding alcohol in patients receiving vasodilating antihypertensive drugs.  Patients should be advised to avoid rising abruptly from a sitting or recumbent position and to notify their physician if they experience dizziness, lightheadedness, syncope, orthostasis, or tachycardia.",,
755,DDInter883,alcohol,Moderate,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.","Caution and close monitoring for development of hypotension is advised during coadministration of these agents.  Some authorities recommend avoiding alcohol in patients receiving vasodilating antihypertensive drugs.  Patients should be advised to avoid rising abruptly from a sitting or recumbent position and to notify their physician if they experience dizziness, lightheadedness, syncope, orthostasis, or tachycardia.",,
756,DDInter89,food,Moderate,Certain penicillins may exhibit reduced gastrointestinal absorption in the presence of food.  The therapeutic effect of the antimicrobial may be reduced.,The interacting penicillin should be administered one hour before or two hours after meals.  Penicillin V and amoxicillin are not affected by food and may be given without regard to meals.,,
757,DDInter893,grapefruit juice,Moderate,"Theoretically, grapefruit and grapefruit juice may increase the plasma concentrations of hydroxychloroquine or chloroquine and the risk of toxicities such as QT interval prolongation and ventricular arrhythmias.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall induced by certain compounds present in grapefruit.","Although clinical data are lacking, it may be advisable to avoid the consumption of grapefruit, grapefruit juice, and any supplement containing grapefruit extract during hydroxychloroquine or chloroquine therapy.",,
758,DDInter895,alcohol,Moderate,"Alcohol may potentiate some of the pharmacologic effects of CNS-active agents.  Use in combination may result in additive central nervous system depression and/or impairment of judgment, thinking, and psychomotor skills.","Patients receiving CNS-active agents should be warned of this interaction and advised to avoid or limit consumption of alcohol.  Ambulatory patients should be counseled to avoid hazardous activities requiring complete mental alertness and motor coordination until they know how these agents affect them, and to notify their physician if they experience excessive or prolonged CNS effects that interfere with their normal activities.",,
759,DDInter897,food,Moderate,Food significantly decreases the bioavailability of oral ibandronate.,Oral ibandronate should be administered on an empty stomach (after an overnight fast of at least 6 hours) with a 180 to 240 mL glass of plain water and no other food or drink should be taken for at least 30 minutes after administration.,,
760,DDInter9,grapefruit juice,Major,"Grapefruit juice may increase the plasma concentrations of acalabrutinib.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruit.  Inhibition of hepatic CYP450 3A4 may also contribute.  The interaction has not been studied with grapefruit juice, but has been reported for other CYP450 3A4 inhibitors.",Acalabrutinib may be administered with or without food.  Patients should avoid consumption of grapefruit and grapefruit juice during treatment with acalabrutinib.,,
761,DDInter899,grapefruit juice,Major,"Coadministration with grapefruit, grapefruit juice, or Seville oranges may significantly increase the plasma concentrations of ibrutinib.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruit.","Patients treated with ibrutinib should avoid consumption of Seville oranges, grapefruit, grapefruit juice, and any supplement containing grapefruit extract.  Ibrutinib should be taken once daily at approximately the same time each day.",,
762,DDInter896,alcohol,Moderate,"Use of anticholinergic agents with alcohol may result in sufficient impairment of attention so as to render driving and operating machinery more hazardous.  In addition, the potential for abuse may be increased with the combination.  The mechanism of interaction is not established but may involve additive depressant effects on the central nervous system.",Alcohol should generally be avoided during therapy with anticholinergic agents.  Patients should be counseled to avoid activities requiring mental alertness until they know how these agents affect them.,,
763,DDInter900,alcohol,Moderate,The concurrent use of aspirin or nonsteroidal anti-inflammatory drugs (NSAIDs) and ethanol may lead to gastrointestinal (GI) blood loss.  The mechanism may be due to a combined local effect as well as inhibition of prostaglandins leading to decreased integrity of the GI lining.,Patients should be counseled on this potential interaction and advised to refrain from alcohol consumption while taking aspirin or NSAIDs.,,
764,DDInter907,alcohol,Moderate,"Alcohol may potentiate some of the pharmacologic effects of CNS-active agents.  Use in combination may result in additive central nervous system depression and/or impairment of judgment, thinking, and psychomotor skills.","Patients receiving CNS-active agents should be warned of this interaction and advised to avoid or limit consumption of alcohol.  Ambulatory patients should be counseled to avoid hazardous activities requiring complete mental alertness and motor coordination until they know how these agents affect them, and to notify their physician if they experience excessive or prolonged CNS effects that interfere with their normal activities.",,
765,DDInter905,alcohol,Moderate,Coadministration of idelalisib with other agents known to induce hepatotoxicity may potentiate the risk of liver injury.,"The use of idelalisib with other potentially hepatotoxic agents should be avoided whenever possible (e.g., acetaminophen; alcohol; amiodarone; androgens and anabolic steroids; antituberculous agents; azole antifungal agents; ACE inhibitors; cyclosporine (high dosages); disulfiram; endothelin receptor antagonists; interferons; ketolide and macrolide antibiotics; kinase inhibitors; methotrexate; nonsteroidal anti-inflammatory agents; nucleoside reverse transcriptase inhibitors; proteasome inhibitors; retinoids; sulfonamides; tamoxifen; tetracyclines; thiazolidinediones; tolvaptan; vincristine; zileuton; anticonvulsants such as carbamazepine, hydantoins, felbamate, and valproic acid; lipid-lowering medications such as fenofibrate, lomitapide, mipomersen, niacin, and statins; herbals and nutritional supplements such as black cohosh, chaparral, comfrey, DHEA, kava, pennyroyal oil, and red yeast rice).  Patients treated with idelalisib should have serum ALT, AST, and bilirubin measured prior to initiation of treatment and regularly during treatment in accordance with the product labeling, and the dosing adjusted or interrupted as necessary.  Permanent discontinuation of idelalisib is recommended in those who experience recurrent hepatotoxicity following dosage reduction.  Patients should be advised to seek medical attention if they experience potential signs and symptoms of hepatotoxicity such as fever, rash, itching, anorexia, nausea, vomiting, fatigue, malaise, right upper quadrant pain, dark urine, pale stools, and jaundice.",,
766,DDInter917,grapefruit juice,Moderate,"According to the manufacturer, coadministration with a meal high in calories, fat, and protein reduces the absorption of indinavir.  In ten patients given indinavir in this manner, the peak plasma concentration (Cmax) and area under the concentration-time curve (AUC) of indinavir decreased by an average of 84% and 77%, respectively.  In contrast, grapefruit juice may have only minor effects on the oral bioavailability of indinavir.","To ensure maximal oral absorption, indinavir should be administered without food but with water 1 hour before or 2 hours after a meal.  Alternatively, indinavir may be administered with other liquids such as skim milk, juice, coffee, or tea, or with a light meal (e.g., dry toast with jelly, juice, and coffee with skim milk and sugar; corn flakes, skim milk and sugar).",,
767,DDInter917,dairy products,Moderate,"According to the manufacturer, coadministration with a meal high in calories, fat, and protein reduces the absorption of indinavir.  In ten patients given indinavir in this manner, the peak plasma concentration (Cmax) and area under the concentration-time curve (AUC) of indinavir decreased by an average of 84% and 77%, respectively.  In contrast, grapefruit juice may have only minor effects on the oral bioavailability of indinavir.","To ensure maximal oral absorption, indinavir should be administered without food but with water 1 hour before or 2 hours after a meal.  Alternatively, indinavir may be administered with other liquids such as skim milk, juice, coffee, or tea, or with a light meal (e.g., dry toast with jelly, juice, and coffee with skim milk and sugar; corn flakes, skim milk and sugar).",,
768,DDInter917,coffee,Moderate,"According to the manufacturer, coadministration with a meal high in calories, fat, and protein reduces the absorption of indinavir.  In ten patients given indinavir in this manner, the peak plasma concentration (Cmax) and area under the concentration-time curve (AUC) of indinavir decreased by an average of 84% and 77%, respectively.  In contrast, grapefruit juice may have only minor effects on the oral bioavailability of indinavir.","To ensure maximal oral absorption, indinavir should be administered without food but with water 1 hour before or 2 hours after a meal.  Alternatively, indinavir may be administered with other liquids such as skim milk, juice, coffee, or tea, or with a light meal (e.g., dry toast with jelly, juice, and coffee with skim milk and sugar; corn flakes, skim milk and sugar).",,
769,DDInter917,high-fat foods,Moderate,"According to the manufacturer, coadministration with a meal high in calories, fat, and protein reduces the absorption of indinavir.  In ten patients given indinavir in this manner, the peak plasma concentration (Cmax) and area under the concentration-time curve (AUC) of indinavir decreased by an average of 84% and 77%, respectively.  In contrast, grapefruit juice may have only minor effects on the oral bioavailability of indinavir.","To ensure maximal oral absorption, indinavir should be administered without food but with water 1 hour before or 2 hours after a meal.  Alternatively, indinavir may be administered with other liquids such as skim milk, juice, coffee, or tea, or with a light meal (e.g., dry toast with jelly, juice, and coffee with skim milk and sugar; corn flakes, skim milk and sugar).",,
770,DDInter92,alcohol,Moderate,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.","Caution and close monitoring for development of hypotension is advised during coadministration of these agents.  Some authorities recommend avoiding alcohol in patients receiving vasodilating antihypertensive drugs.  Patients should be advised to avoid rising abruptly from a sitting or recumbent position and to notify their physician if they experience dizziness, lightheadedness, syncope, orthostasis, or tachycardia.",,
771,DDInter916,alcohol,Moderate,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.","Caution and close monitoring for development of hypotension is advised during coadministration of these agents.  Some authorities recommend avoiding alcohol in patients receiving vasodilating antihypertensive drugs.  Patients should be advised to avoid rising abruptly from a sitting or recumbent position and to notify their physician if they experience dizziness, lightheadedness, syncope, orthostasis, or tachycardia.",,
772,DDInter921,alcohol,Moderate,The concurrent use of aspirin or nonsteroidal anti-inflammatory drugs (NSAIDs) and ethanol may lead to gastrointestinal (GI) blood loss.  The mechanism may be due to a combined local effect as well as inhibition of prostaglandins leading to decreased integrity of the GI lining.,Patients should be counseled on this potential interaction and advised to refrain from alcohol consumption while taking aspirin or NSAIDs.,,
773,DDInter909,grapefruit juice,Moderate,"Coadministration of imatinib with strong CYP450 3A4 inhibitors such as grapefruit juice, may significantly increase the plasma concentrations of imatinib, a known substrate of CYP450 3A4.  The proposed mechanism is inhibition of CYP450 3A4-mediated metabolism of imatinib by certain compounds present in grapefruits.","Patients treated with imatinib should preferably avoid the consumption of grapefruit or grapefruit juice.  If coadministration is unavoidable, monitor for prolonged and/or increased pharmacologic effects of imatinib, including edema, hematologic toxicity and immunosuppression.",,
774,DDInter912,alcohol,Moderate,"Concomitant use of ethanol and a tricyclic antidepressant (TCA) may result altered TCA plasma levels and efficacy, and additive impairment of motor skills, especially driving skills.  Acute ethanol ingestion may inhibit TCA metabolism, while chronic ingestion of large amounts of ethanol may induce hepatic TCA metabolism.",Patients should be advised to avoid alcohol during TCA therapy.  Alcoholics who have undergone detoxification should be monitored for decreased TCA efficacy.  Dosage adjustments may be required.,,
775,DDInter931,alcohol,Moderate,"Alcohol may cause hypoglycemia or hyperglycemia in patients with diabetes.  Hypoglycemia most frequently occurs during acute consumption of alcohol.  Even modest amounts can lower blood sugar significantly, especially when the alcohol is ingested on an empty stomach or following exercise.  The mechanism involves inhibition of both gluconeogenesis as well as the counter-regulatory response to hypoglycemia.","Patients with diabetes should avoid consuming alcohol if their blood glucose is not well controlled, or if they have hypertriglyceridemia, neuropathy, or pancreatitis.  Patients with well controlled diabetes should limit their alcohol intake to one drink daily for women and two drinks daily for men (1 drink = 5 oz wine, 12 oz beer, or 1.5 oz distilled spirits) in conjunction with their normal meal plan.  Alcohol should not be consumed on an empty stomach or following exercise.",,
776,DDInter929,alcohol,Moderate,"Alcohol may cause hypoglycemia or hyperglycemia in patients with diabetes.  Hypoglycemia most frequently occurs during acute consumption of alcohol.  Even modest amounts can lower blood sugar significantly, especially when the alcohol is ingested on an empty stomach or following exercise.  The mechanism involves inhibition of both gluconeogenesis as well as the counter-regulatory response to hypoglycemia.","Patients with diabetes should avoid consuming alcohol if their blood glucose is not well controlled, or if they have hypertriglyceridemia, neuropathy, or pancreatitis.  Patients with well controlled diabetes should limit their alcohol intake to one drink daily for women and two drinks daily for men (1 drink = 5 oz wine, 12 oz beer, or 1.5 oz distilled spirits) in conjunction with their normal meal plan.  Alcohol should not be consumed on an empty stomach or following exercise.",,
777,DDInter930,alcohol,Moderate,"Alcohol may cause hypoglycemia or hyperglycemia in patients with diabetes.  Hypoglycemia most frequently occurs during acute consumption of alcohol.  Even modest amounts can lower blood sugar significantly, especially when the alcohol is ingested on an empty stomach or following exercise.  The mechanism involves inhibition of both gluconeogenesis as well as the counter-regulatory response to hypoglycemia.  Episodes of hypoglycemia may last for 8 to 12 hours after ethanol ingestion.  By contrast, chronic alcohol abuse can cause impaired glucose tolerance and hyperglycemia.","Patients with diabetes should avoid consuming alcohol if their blood glucose is not well controlled, or if they have hypertriglyceridemia, neuropathy, or pancreatitis.  Patients with well controlled diabetes should limit their alcohol intake to one drink daily for women and two drinks daily for men (1 drink = 5 oz wine, 12 oz beer, or 1.5 oz distilled spirits) in conjunction with their normal meal plan.  Alcohol should not be consumed on an empty stomach or following exercise.",,
